page_id,movie_title,year,genre,director,actor_count,extraction_source,error,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10
615202,לופו בניו יורק,1976,קומדיה,בועז דוידזון,10,infobox+section,,יהודה ברקן,גבי עמרני,מוטי גלעדי,אסתר גרינברג,טליה שפירא,ליא קניג,רפאל קלצ'קין,אהובה יובל,חן לוטקין,אושיק לוי
693070,משפחת צנעני,1976,בורקס,בועז דוידזון,10,infobox+section,,גבי עמרני,לבנה פינקלשטיין,חיים בנאי,יוסף שילוח,אלישבע מיכאלי,דוד מנחם,גאולה נוני,רבקה בכר,דורית ארנון,אלומה שלום
1418693,קוני למל בתל אביב,1976,קומדיה,יואל זילברג,9,infobox+section,,מייק בורשטיין,מנדי רייס-דייוויס,זאב ברלינסקי,יוסף באשי,רונית פורת,נחום שליט,יצחק חביס,שלמה רוזמרין,דליה גור,
2051228,רחוב 60,1976,דרמה,ג'ורג' עובדיה,10,infobox+section,,ששי קשת,יונה אליאן,אריה אליאס,יוסף שילוח,אתי גרוטס,יוסי סגל,ג'טה לוקה,רות גלר,ראובן דיין,אברהם סלקטר
766998,רק היום,1976,קומדיה,זאב רווח,10,infobox+section,,זאב רווח,אפרת לביא,ז'אק כהן,ספי ריבלין,אילן דר,בטי סגל,אברהם מור,תקווה עזיז,רפי גינאי,יעקב בנאי
1650597,בדרנית בחצות,1977,,ג'ורג' עובדיה,10,infobox+section,,תיקי דיין,צביקה פיק,לבנה פינקלשטיין,לילית נגר,דוד ברוך,מני פאר,אברהם רונאי,אריה אליאס,רחל דיין,רפאל קלצ'קין
2046001,בוא נפוצץ מיליון,1977,,שמואל אימברמן,10,infobox+section,,יהודה ברקן,ראובן בר יותם,ז'ק כהן,יונה אליאן,יוסי וירז'נסקי,אילן דר,רפאל קלצ'קין,יהושע לוף,צביה דורון,דליה גור
893238,דודה קלרה,1977,דרמה,אברהם הפנר,10,infobox+section,,חנה מרון,שמואל בונים,עדנה פלידל,יוסף כרמון,יעל פרל בקר,רות סגל,לאו יונג,שמואל רודנסקי,ג'טה לוקה,מרדכי בן זאב
175724,הגונב מגנב פטור (סרט),1977,קומדיה,זאב רווח,10,infobox+section,,זאב רווח,ז'אק כהן,אילן דר,שייקה אופיר,אלברט כהן,מונה זילברשטיין,משה איש כסית,מוסקו אלקלעי,יענקל'ה בן-סירא,ראובן דיין
1752588,הגן,1977,דרמה,ויקטור נורד,10,infobox+section,,שייקה אופיר,מלאני גריפית,שושנה דואר,צחי נוי,טוביה טבי,אהובה יובל,ראובן אדיב,סעדיה דמארי,יגאל דניאל,רן קובלנץ
696005,הצילו את המציל,1977,קומדיה,אורי זוהר,5,infobox,,אורי זוהר,גילה אלמגור,יוסף שילוח,גבי עמרני,חנה לסלאו,,,,,
1768027,הרשלה (סרט),1977,,יואל זילברג,10,infobox+section,,מייק בורשטיין,אריה אליאס,אשר צרפתי,מנדי רייס-דייוויס,אסתי כץ,אלברט כהן,שמואל רודנסקי,מוסקו אלקלעי,רבקה גור,שמוליק בילו
771289,חמש מאות אלף שחור,1977,קומדיה,שייקה אופיר,10,infobox+section,,שייקה אופיר,ז'אק כהן,יוסף שילוח,זאב רווח,צחי נוי,ראובן דיין,נסים זוהר,שייקה לוי,גברי בנאי,ישראל פוליאקוב
187808,מבצע יונתן (סרט),1977,פעולה | מתח | דוקו-דרמה | דרמה,מנחם גולן,10,infobox+section,,יהורם גאון,אסי דיין,אריק לביא,גילה אלמגור,קלאוס קינסקי,אורי לוי,שייקה אופיר,שושיק שני,חלי גולדנברג,ראובן בר יותם
712326,מסע אלונקות (סרט),1977,דרמה,ג'אד נאמן,10,infobox+section,,מוני מושונוב,גידי גוב,דליק ווליניץ,שלמה בראבא,דב גליקמן,דובל'ה גליקמן,יאיר (קויה) רובין,עזרא כפרי,מיקי ורשביאק,שמעון כהן
1316539,סרט וארוחת בוקר,1977,דרמה,אלפרד שטיינהרדט,2,infobox,,מיקי קם,דורון תבורי,,,,,,,,
722642,פנטסיה על נושא רומנטי,1977,דרמה,ויטק טרץ',6,infobox,,אלכס מונטה,ניסים עזיקרי,רות סגל,דודו טופז,רפאל קלצ'קין,יוסי בנאי,,,,
424112,קשר הדבש,1977,,יעוד לבנון,7,infobox,,גדליה בסר,עידית צור,חנה לסלאו,אילן תורן,מוני מושונוב,יצחק חזקיה,הלל נאמן,,,
1037454,רשות נחיתה,1977,מדע בדיוני,ריקי שלח,8,infobox+section,,רפי תבור,יוסי גרבר,איציק אלוני,משה טימור,שלום קינן,שיש קולר,אהוד גרף,גבי ינון,,
23031,אסקימו לימון (סרט),1978,נעורים | קומדיה,בועז דוידזון,10,infobox+section,,יפתח קצור,יהונתן סגל,צחי נוי,ענת עצמון,דבורה קידר,מנשה ורשבסקי,אופליה שטראל,בנצי,מומו,אבי חדש
1021592,בלפר (סרט),1978,דרמה,יגאל בורשטיין,6,infobox,,גדי יגיל,אבנר חזקיהו,חנה לסלאו,טליה שפירא,ז'אק כהן,רפאל קלצ'קין,,,,
93090,הלהקה,1978,קומדיה,אבי נשר,10,infobox+section,,גידי גוב,מאיר סוויסה,דפנה ארמוני,גלי עטרי,ששי קשת,טוביה צפיר,חלי גולדנברג,לירון נירגד,גילת אנקורי,סמדר ברנר
2090668,השועל בלול התרנגולות (סרט),1978,קומדיה,אפרים קישון,10,infobox+section,,שייקה אופיר,ספי ריבלין,זהרירה חריפאי,יעקב בודו,שושיק שני,מוסקו אלקלעי,ניצה שאול,מרדכי בן זאב,שלמה וישינסקי,גדעון זינגר
2434626,חפיף,1978,דרמה,איאן מקנוטון,10,infobox+section,,זאב רווח,יצחק חזקיה,ז'אק כהן,נסים זוהר,מוסקו אלקלעי,אהובה יובל,ליאורה טיקוצקי,ישראל בידרמן,דב קפלן,חיים באשי
2434399,ישראלים מצחיקים,1978,מתיחות,צבי שיסל,3,infobox+section,,בועז דוידזון,צבי שיסל,אופליה שטראל,,,,,,,
768776,מיליונר בצרות,1978,קומדיה,יואל זילברג,10,infobox+section,,יהודה בארקן,יעקב בודו,עדנה פלידל,גדעון זינגר,חנה לסלאו,יהושע לוף,אייל גפן,לאון קסבינר,מנדי רייס-דייוויס,אוריאלה וייט
409528,סוסעץ,1978,דרמה,יקי יושע,7,infobox,,שמוליק קראוס,גדליה בסר,אריק לביא,מרים ברנשטיין-כהן,אריה אליאס,ג'וזי כץ,לבנה פינקלשטיין,,,
1731840,שרגא קטן,1978,דרמה,זאב רווח,10,infobox+section,,זאב רווח,ניצה שאול,יוסף כרמון,יצחק חזקיה,צחי נוי,הלל מיטלפונקט,יוסי קאנץ,ליאורה טיקוצקי,רפאל קלצ'קין,משה איש כסית
770905,אמי הגנרלית,1979,קומדיה,יואל זילברג,9,infobox+section,,גילה אלמגור,גדעון זינגר,צחי נוי,אורי סאלי,גילת אנקורי,מכרם ח'ורי,נתן נתנזון,אייל גפן,מרלן בג'אלי,
26084,דיזנגוף 99,1979,,אבי נשר,10,infobox+section,,גידי גוב,מאיר סוויסה,ענת עצמון,גלי עטרי,שלמה גולדברג,יוני חן,גילת אנקורי,דב רייזר,אייל גפן,אורלי זילברשץ
205588,טעות במספר,1979,קומדיה,זאב רווח,10,infobox+section,,זאב רווח,שייקה אופיר,אופליה שטראל,גדעון זינגר,שולה רווח,ישראל גוריון,משה איש כסית,יהושע לוף,מנשה ורשבסקי,מרים פוקס
55450,יוצאים קבוע,1979,קומדיה,בועז דוידזון,10,infobox+section,,יפתח קצור,יהונתן סגל,צחי נוי,איבון מיקלוש,דבורה קידר,מנשה ורשבסקי,רחל שטיינר,דפנה ארמוני,בנצי,מומו
770295,לא לעלות יותר,1979,קומדיה,זאב רווח,10,infobox+section,,זאב רווח,גאולה נוני,גבי עמרני,ז'אק כהן,אילן דר,גדעון זינגר,אופליה שטראל,רפאל קלצ'קין,אולסי פרי,ג'ים בוטרייט
823104,נישואין נוסח תל אביב,1979,קומדיה,יואל זילברג,10,infobox+section,,טוביה צפיר,מנחם עיני,יוסף שילוח,גילת אנקורי,ששי קשת,דבורה בקון,שוש מרציאנו,אברהם מור,מירי אלוני,שיש קולר
766656,נערת הפרברים,1979,דרמה,ג'ורג' עובדיה,7,infobox+section,,עפרה חזה,אבנר דן,תבנית:שיש קולר,מנחם עיני,אורי סאלי,ראובן דיין,יוסי סגל,,,
1649907,פרשת וינשל,1979,דרמה,אברהם הפנר,10,infobox+section,,טל נתיב,אסתר זבקו,עודד קוטלר,שמעון פינקל,דב פייגין,טובה פירון,נאוה שאן,דבורה קסטלנץ,נתן מייזלר,אהד זמורה
1491244,רגעים (סרט),1979,"דרמה | רומנטי | להט""בי",מיכל בת-אדם,10,infobox+section,,מיכל בת-אדם,דן בן אמוץ,בריז'יט קטיון,אסי דיין,אלירם דקל,יהושע לוף,אבי פניני,אריאלה מיניאלי,מרק רוזנבאום,מנשה ורשבסקי
1690088,רובה חוליות,1979,נעורים,אילן מושנזון,9,infobox+section,,אריק רוזן,יריב רובינשטיין,מיכאל כפיר,יהודית סולה,אופליה שטראל,מיקי כפיר,לאו יונג,לואיס רוזנברג,מיכאלה מרקוביץ,
111737,שלאגר (סרט),1979,קומדיה,אסי דיין,10,infobox+section,,ישראל פוליאקוב,שייקה לוי,גברי בנאי,עפרה חזה,זיגי פוקסמן,"ד""ר שוקי חפציבה",בן-גוריון שמש,דינה פוקסמן,גילה זינגר,"סמי (שמואל), האמרגן בן-גוריון שמש"
1712524,הפחדנים,1980,רומנטי,אבי נשר,10,infobox+section,,מאיר סוויסה,חלי גולדנברג,עזרא דגן,אייל גפן,אלכס מונטה,גיא פינס,ישראל רובינצ'יק,שרי צוריאל,אבי לוזיה,ציפורה צברי
2430920,חייך אכלת אותה,1980,מתיחות,יהודה בארקן | יגאל שילון,8,infobox,,יהודה בארקן,אריה מוסקונה,קרוליין לנגפורד,דבורה בקון,שמעון ישראלי,דודו טופז,יורם ארבל,משה טימור,,
398076,חמש חמש,1980,מוזיקלי,שמואל אימברמן,10,infobox,,דליק ווליניץ,לירון נירגד,זהרירה חריפאי,שולה חן,גדעון זינגר,יעקב בודו,יוני חן,גילת אנקורי,מנחם עיני,רחל אטאס
1650361,"מחבואים (סרט, 1980)",1980,"דרמה | להט""בי",דן וולמן,4,infobox,,דורון תבורי,רחל שור,גילה אלמגור,אפרת לביא,,,,,,
2043915,על חבל דק,1980,דרמה,מיכל בת-אדם,8,infobox+section,,גילה אלמגור,אלכס פלג,ליאת פנסקי,איה וירוב,אבנר חזקיהו,יצחק חביס,מירי פביאן,אסתר זבקו,,
1651307,פצעי בגרות 80,1980,נעורים,זאב רווח,10,infobox+section,,דליה שימקו,דורון ציוני,שרון אלכסנדר,גרי אקשטיין,שמוליק לוי,ג'ודי קרמרמן,דליה פן,יוסי גרבר,שפרה מילשטיין,ראובן דיין
271130,העיט,1981,דרמה,יקי יושע,10,infobox+section,,שרגא הרפז,ניצה שאול,שמעון פינקל,חנה מרון,אנדי ריצ'מן,ענת עצמון,עמי וינברג,אופליה שטראל,יואל שר,אברהם רונאי
1766109,לא לשידור,1981,דרמה,יעוד לבנון,10,infobox+section,,עמי טראוב,דפנה ארמוני,מאיר סויסה,ארנון צדוק,גדליה בסר,דודו טופז,מאיר סוויסה,יוסי פולק,עירית שלג,פנינה רוזנבלום
770820,מסג'יסט הצמרת,1981,קומדיה,אלפרד שטיינהרדט,10,section,,דובי גל,אסתי קוסוביצקי,אלברט כהן,יוסף שילוח,ראובן דיין,אירית מאירי,אניטה פללי,יוסי קאנץ,נורית כהן,איציק סיידוף
1755220,סופו של מילטון לוי,1981,דרמה,נסים דיין,10,infobox+section,,אושיק לוי,דב גליקמן,אהובה קרן,רחל דיין,לילית נגר,יוסף שילוח,אבנר חזקיהו,יעקב אשכנזי,יהודית מילוא,רבקה גור
1678680,סיפור אינטימי,1981,דרמה,נדב לויתן,9,infobox+section,,חוה אלברשטיין,אלכס פלג,דן תורן,שמואל שילה,פיטר פריישטדט,שמואל וולף,אורנה ספיר,גילת אנקורי,טוביה דובלרו,
1753317,עם ישראל חי (סרט),1981,,אסי דיין,10,infobox+section,,חנה לסלאו,אייל גפן,חנן גולדבלט,נתן וולפוביץ',דבורה בקון,איציק גייר,משה איש כסית,אורלי זילברשץ,קרוליין לנגפורד,מנחם זילברמן
1642053,שגעון של אבא,1981,קומדיה,אלי שגיא,10,infobox+section,,גבי עמרני,שושיק שני,ששי קשת,קרוליין לנגפורד,רפי טיילור,ג'ודי פאר,טלי גולדברג,אברהם סלקטר,טרי גאבור,יעקב אלפרין
1304717,שפשוף נעים,1981,קומדיה,בועז דוידזון,10,infobox+section,,יפתח קצור,יהונתן סגל,צחי נוי,מנשה ורשבסקי,דבורה קידר,אריאלה רובינוביץ',אורנה דגן,רחל שטיינר,סיביל ראוך,אבי חדש
130155,אדון ליאון,1982,קומדיה | בורקס,זאב רווח,10,infobox+section,,זאב רווח,נורית כהן,יעקב בנאי,בתיה רוזנטל,מני בגר,מאיר סוויסה,משה איבגי,עמוס חגי,מאיר סויסה,סמדר ברנר
